year,ncessch,school_name,lea_name,street_location,city_location,zip_location,county_code,latitude,longitude,school_level,school_type,school_status,charter,magnet,virtual,lowest_grade_offered,highest_grade_offered,enrollment,teachers_fte
2018,360009505714,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,NEW YORK CITY GEOGRAPHIC DISTRICT #17,911 FLATBUSH AVE,BROOKLYN,11226,36047,40.649542,-73.958196,3,1,1,0,0,0,9,12,464,25
2018,360009505715,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,NEW YORK CITY GEOGRAPHIC DISTRICT #17,911 FLATBUSH AVE,BROOKLYN,11226,36047,40.649543,-73.958204,3,1,1,0,0,0,9,12,293,18
2018,360009505762,BROWNSVILLE ACADEMY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1150 E NEW YORK AVE,BROOKLYN,11212,36047,40.666236,-73.923917,3,1,1,0,0,0,10,12,101,8
2018,360009505818,EBBETS FIELD MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #17,46 MCKEEVER PL,BROOKLYN,11225,36047,40.66489,-73.959632,2,1,1,0,0,0,6,8,135,16
2018,360009505819,ELIJAH STROUD MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #17,750 CLASSON AVE,BROOKLYN,11238,36047,40.674644,-73.961038,2,1,1,0,0,0,6,8,171,14
2018,360009505820,SCHOOL OF INTEGRATED LEARNING (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #17,1224 PARK PL,BROOKLYN,11213,36047,40.672458,-73.937195,2,1,1,0,0,0,6,8,296,27
2018,360009505870,RONALD EDMONDS LEARNING CENTER II,NEW YORK CITY GEOGRAPHIC DISTRICT #17,430 HOWARD AVE,BROOKLYN,11233,36047,40.672886,-73.919739,2,1,1,0,0,0,6,8,162,15
2018,360009505885,ACADEMY OF HOSPITALITY AND TOURISM,NEW YORK CITY GEOGRAPHIC DISTRICT #17,911 FLATBUSH AVE,BROOKLYN,11226,36047,40.649556,-73.958213,3,1,1,0,0,0,9,12,189,15
2018,360009505916,ACAD FOR COLLEGE PREP AND CAREER EXP,NEW YORK CITY GEOGRAPHIC DISTRICT #17,911 FLATBUSH AVE,BROOKLYN,11226,36047,40.649485,-73.958213,3,1,1,0,0,0,6,12,359,22
2018,360009506176,PS 770 NEW AMERICAN ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #17,60 E 94TH ST,BROOKLYN,11212,36047,40.66379,-73.927702,1,1,1,0,0,0,-1,5,322,22
2018,360009506200,ACADEMY FOR HEALTH CAREERS,NEW YORK CITY GEOGRAPHIC DISTRICT #17,150 ALBANY AVE,BROOKLYN,11213,36047,40.675934,-73.939254,3,3,1,0,0,0,9,12,301,27
2018,360009506273,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),NEW YORK CITY GEOGRAPHIC DISTRICT #17,150 ALBANY AVE,BROOKLYN,11213,36047,40.675934,-73.939254,3,3,1,0,0,0,9,12,576,33
2018,360009506300,BROOKLYN INSTITUTE FOR LIBERAL ARTS,NEW YORK CITY GEOGRAPHIC DISTRICT #17,600 KINGSTON AVE,BROOKLYN,11203,36047,40.65928,-73.943085,3,1,1,0,0,0,9,12,410,29
2018,360009506335,NEW HEIGHTS MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #17,790 E NEW YORK AVE,BROOKLYN,11203,36047,40.662087,-73.936455,2,1,1,0,0,0,6,8,258,24
2018,360009506340,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #17,443 ST MARKS AVE,BROOKLYN,11238,36047,40.676996,-73.960031,1,1,1,0,0,0,-1,5,362,26
2018,360009506409,NEW BRIDGES ELEMENTARY,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1025 EASTERN PKWY,BROOKLYN,11213,36047,40.669439,-73.934356,1,1,1,0,0,0,-1,5,440,41
2018,360009602283,IS 68 ISAAC BILDERSEE,NEW YORK CITY GEOGRAPHIC DISTRICT #18,956 E 82ND ST,BROOKLYN,11236,36047,40.635371,-73.910968,2,1,1,0,0,0,6,8,289,24
2018,360009602427,PS 114 RYDER ELEMENTARY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1077 REMSEN AVE,BROOKLYN,11236,36047,40.642596,-73.908053,1,1,1,0,0,0,-1,5,535,39
2018,360009602429,PS 115 DANIEL MUCATEL SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1500 E 92ND ST,BROOKLYN,11236,36047,40.634975,-73.89803,1,1,1,0,0,0,-1,5,900,64
2018,360009602496,PS 135 SHELDON A BROOKNER,NEW YORK CITY GEOGRAPHIC DISTRICT #18,684 LINDEN BLVD,BROOKLYN,11203,36047,40.653343,-73.933009,1,1,1,0,0,0,-1,5,516,30
2018,360009602701,PS 208 ELSA EBELING,NEW YORK CITY GEOGRAPHIC DISTRICT #18,4801 AVE D,BROOKLYN,11203,36047,40.642341,-73.930833,1,1,1,0,0,0,-1,5,359,30
2018,360009602707,IS 211 JOHN WILSON,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1001 E 100TH ST,BROOKLYN,11236,36047,40.643028,-73.895559,2,1,1,0,0,0,6,8,432,33
2018,360009602721,PS 219 KENNEDY-KING,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1060 CLARKSON AVE,BROOKLYN,11212,36047,40.659164,-73.922642,1,1,1,0,0,0,-1,5,433,34
2018,360009602745,PS 233 LANGSTON HUGHES,NEW YORK CITY GEOGRAPHIC DISTRICT #18,9301 AVE B,BROOKLYN,11236,36047,40.65139,-73.914011,1,1,1,0,0,0,-1,5,440,31
2018,360009602750,PS 235 JANICE MARIE KNIGHT SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,525 LENOX RD,BROOKLYN,11203,36047,40.655039,-73.940707,1,1,1,0,0,0,-1,8,1224,69
2018,360009602759,PS 244 RICHARD R GREEN,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5404 TILDEN AVE,BROOKLYN,11203,36047,40.648241,-73.92564,1,1,1,0,0,0,-1,5,488,52
2018,360009602782,PS 268 EMMA LAZARUS,NEW YORK CITY GEOGRAPHIC DISTRICT #18,133 E 53RD ST,BROOKLYN,11203,36047,40.657318,-73.927785,1,1,1,0,0,0,-1,5,340,29
2018,360009602786,PS 272 CURTIS ESTABROOK,NEW YORK CITY GEOGRAPHIC DISTRICT #18,101-24 SEAVIEW AVE,BROOKLYN,11236,36047,40.635795,-73.886045,1,1,1,0,0,0,-1,5,450,41
2018,360009602790,PS 276 LOUIS MARSHALL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1070 E 83RD ST,BROOKLYN,11236,36047,40.633921,-73.908161,1,1,1,0,0,0,-1,5,608,44
2018,360009602791,PS 279 HERMAN SCHREIBER,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1070 E 104TH ST,BROOKLYN,11236,36047,40.644148,-73.892556,1,1,1,0,0,0,-1,5,400,29
2018,360009602795,IS 285 MEYER LEVIN,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5909 BEVERLY RD,BROOKLYN,11203,36047,40.647601,-73.920731,2,1,1,0,0,0,6,8,749,48
2018,360009605506,PS 66,NEW YORK CITY GEOGRAPHIC DISTRICT #18,845 E 96TH ST,BROOKLYN,11236,36047,40.648636,-73.906913,1,1,1,0,0,0,-1,8,799,53
2018,360009605956,BROOKLYN GENERATION SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,6565 FLATLANDS AVE,BROOKLYN,11236,36047,40.633608,-73.917523,3,1,1,0,0,0,9,12,189,21
2018,360009605957,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5800 TILDEN AVE,BROOKLYN,11203,36047,40.648181,-73.922322,3,1,1,0,0,0,9,12,297,23
2018,360009605958,MIDDLE SCHOOL FOR ART AND PHILOSPHY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1084 LENOX RD,BROOKLYN,11212,36047,40.657988,-73.920087,2,1,1,0,0,0,6,8,174,17
2018,360009605960,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,905 WINTHROP ST,BROOKLYN,11203,36047,40.658715,-73.928686,2,1,1,0,0,0,6,8,,15
2018,360009605961,BROOKLYN BRIDGE ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,6565 FLATLANDS AVE,BROOKLYN,11236,36047,40.633551,-73.917531,3,1,1,0,0,0,9,12,188,16
2018,360009605964,IT TAKES A VILLAGE ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5800 TILDEN AVE,BROOKLYN,11203,36047,40.64813,-73.922305,3,1,1,0,0,0,9,12,649,50
2018,360009605965,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,NEW YORK CITY GEOGRAPHIC DISTRICT #18,905 WINTHROP ST,BROOKLYN,11203,36047,40.658685,-73.928662,-1,1,2,0,,,,,,
2018,360009605966,BROOKLYN THEATRE ARTS HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,6565 FLATLANDS AVE,BROOKLYN,11236,36047,40.633647,-73.91747,3,1,1,0,0,0,9,12,340,17
2018,360009605967,VICTORY COLLEGIATE HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,6565 FLATLANDS AVE,BROOKLYN,11236,36047,40.63358,-73.917506,3,1,1,0,0,0,9,12,346,29
2018,360009606009,OLYMPUS ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,755 E 100TH ST,BROOKLYN,11236,36047,40.645838,-73.8984,3,1,1,0,0,0,9,12,184,18
2018,360009606023,HIGH SCHOOL FOR MEDICAL PROFESSIONS,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1600 ROCKAWAY PKWY,BROOKLYN,11236,36047,40.64065,-73.898645,3,1,1,0,0,0,9,12,463,30
2018,360009606042,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5800 TILDEN AVE,BROOKLYN,11203,36047,40.648283,-73.922231,3,1,1,0,0,0,9,12,281,22
2018,360009606052,URBAN ACTION ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1600 ROCKAWAY PKWY,BROOKLYN,11236,36047,40.64065,-73.898645,3,1,1,0,0,0,9,12,257,19
2018,360009606054,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,NEW YORK CITY GEOGRAPHIC DISTRICT #18,6565 FLATLANDS AVE,BROOKLYN,11236,36047,40.633311,-73.91767,3,1,1,0,0,0,9,12,300,22
2018,360009606059,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1600 ROCKAWAY PKWY,BROOKLYN,11236,36047,40.64065,-73.898645,3,3,1,0,0,0,9,12,238,22
2018,360009606152,EAST BROOKLYN COMMUNITY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #18,9517 KINGS HWY,BROOKLYN,11212,36047,40.65985,-73.920605,3,1,1,0,0,0,9,12,173,21
2018,360009606155,SCIENCE AND MEDICINE MIDDLE SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #18,965 E 107TH ST,BROOKLYN,11236,36047,40.647424,-73.891911,2,1,1,0,0,0,6,8,396,29
2018,360009606455,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #18,5404 TILDEN AVE,BROOKLYN,11203,36047,40.648241,-73.92564,2,1,1,0,0,0,6,8,318,21
2018,360009700827,EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK,NEW YORK CITY GEOGRAPHIC DISTRICT #32,1155 DEKALB AVE,BROOKLYN,11221,36047,40.694732,-73.929245,3,1,1,0,0,0,9,12,476,35
2018,360009701789,PS 376,NEW YORK CITY GEOGRAPHIC DISTRICT #32,194 HARMAN ST,BROOKLYN,11237,36047,40.698024,-73.920455,1,1,1,0,0,0,0,5,522,34
2018,360009702000,JHS 383 PHILIPPA SCHUYLER,NEW YORK CITY GEOGRAPHIC DISTRICT #32,1300 GREENE AVE,BROOKLYN,11237,36047,40.697602,-73.919398,2,1,1,0,0,0,5,8,912,53
2018,360009702199,PS/IS 45 HORACE E GREENE,NEW YORK CITY GEOGRAPHIC DISTRICT #32,84 SCHAEFER ST,BROOKLYN,11207,36047,40.6868,-73.910322,1,1,1,0,0,0,-1,8,630,42
2018,360009702304,PS 75 MAYDA CORTIELLA,NEW YORK CITY GEOGRAPHIC DISTRICT #32,95 GROVE ST,BROOKLYN,11221,36047,40.693159,-73.9211,1,1,1,0,0,0,-1,5,310,31
2018,360009702334,PS 86 IRVINGTON (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,220 IRVING AVE,BROOKLYN,11237,36047,40.70064,-73.917769,1,1,1,0,0,0,0,5,354,29
2018,360009702400,PS 106 EDWARD EVERETT HALE,NEW YORK CITY GEOGRAPHIC DISTRICT #32,1328 PUTNAM AVE,BROOKLYN,11221,36047,40.693714,-73.912836,1,1,1,0,0,0,-1,5,398,32
2018,360009702434,PS 116 ELIZABETH L FARRELL,NEW YORK CITY GEOGRAPHIC DISTRICT #32,515 KNICKERBOCKER AVE,BROOKLYN,11237,36047,40.698055,-73.916586,1,1,1,0,0,0,0,5,356,28
2018,360009702457,PS 123 SUYDAM,NEW YORK CITY GEOGRAPHIC DISTRICT #32,100 IRVING AVE,BROOKLYN,11237,36047,40.703962,-73.922507,1,1,1,0,1,0,-1,5,579,50
2018,360009702526,PS 145 ANDREW JACKSON,NEW YORK CITY GEOGRAPHIC DISTRICT #32,100 NOLL ST,BROOKLYN,11206,36047,40.701583,-73.93218,1,1,1,0,0,0,-1,5,515,38
2018,360009702543,PS 151 LYNDON B JOHNSON,NEW YORK CITY GEOGRAPHIC DISTRICT #32,763 KNICKERBOCKER AVE,BROOKLYN,11237,36047,40.693406,-73.908328,1,1,1,0,0,0,-1,5,292,27
2018,360009702582,JHS 162 WILLOUGHBY (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,1390 WILLOUGHBY AVE,BROOKLYN,11237,36047,40.706752,-73.919795,2,1,1,0,0,0,6,8,319,28
2018,360009702788,PS 274 KOSCIUSKO,NEW YORK CITY GEOGRAPHIC DISTRICT #32,800 BUSHWICK AVE,BROOKLYN,11221,36047,40.694442,-73.928021,1,1,1,0,0,0,-1,5,366,27
2018,360009702799,JHS 291 ROLAND HAYES,NEW YORK CITY GEOGRAPHIC DISTRICT #32,231 PALMETTO ST,BROOKLYN,11221,36047,40.695534,-73.915414,2,1,1,0,0,0,6,8,291,24
2018,360009702806,PS 299 THOMAS WARREN FIELD SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #32,88 WOODBINE ST,BROOKLYN,11221,36047,40.691081,-73.917638,1,1,1,0,0,0,-1,5,234,20
2018,360009702829,PS 377 ALEJANDRINA B DE GAUTIER,NEW YORK CITY GEOGRAPHIC DISTRICT #32,200 WOODBINE ST,BROOKLYN,11221,36047,40.693885,-73.9149,1,1,1,0,0,0,-1,5,155,11
2018,360009702830,PS/IS 384 FRANCES E CARTER,NEW YORK CITY GEOGRAPHIC DISTRICT #32,242 COOPER ST,BROOKLYN,11207,36047,40.689719,-73.904896,1,1,1,0,0,0,-1,8,504,40
2018,360009704887,IS 347 SCHOOL OF HUMANITIES,NEW YORK CITY GEOGRAPHIC DISTRICT #32,35 STARR ST,BROOKLYN,11221,36047,40.700784,-73.927734,2,1,1,0,0,0,6,8,316,26
2018,360009704888,IS 349 MATH SCIENCE AND TECHNOLOGY,NEW YORK CITY GEOGRAPHIC DISTRICT #32,35 STARR ST,BROOKLYN,11211,36047,40.700778,-73.927731,2,1,1,0,0,0,6,8,326,27
2018,360009705537,ALL CITY LEADERSHIP SECONDARY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #32,321 PALMETTO ST,BROOKLYN,11237,36047,40.697653,-73.913073,3,1,1,0,0,0,6,12,432,21
2018,360009705552,ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,400 IRVING AVE,BROOKLYN,11237,36047,40.69678,-73.911005,3,1,1,0,0,0,9,12,232,21
2018,360009705555,BROOKLYN SCHOOL FOR SOCIAL JUSTICE (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,400 IRVING AVE,BROOKLYN,11237,36047,40.696867,-73.911154,3,1,1,0,0,0,9,12,329,31
2018,360009705562,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,NEW YORK CITY GEOGRAPHIC DISTRICT #32,797 BUSHWICK AVE,BROOKLYN,11221,36047,40.695319,-73.927517,3,1,1,0,0,0,9,12,310,29
2018,360009705725,BUSHWICK COMMUNITY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #32,231 PALMETTO ST,BROOKLYN,11221,36047,40.695534,-73.915414,3,1,1,0,0,0,9,12,152,15
2018,360009705866,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,NEW YORK CITY GEOGRAPHIC DISTRICT #32,400 IRVING AVE,BROOKLYN,11237,36047,40.696694,-73.912038,3,1,1,0,0,0,9,12,232,21
2018,360009706274,BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,400 IRVING AVE,BROOKLYN,11237,36047,40.696845,-73.91116,3,1,1,0,0,0,9,12,277,24
2018,360009706331,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,NEW YORK CITY GEOGRAPHIC DISTRICT #32,125 COVERT ST,BROOKLYN,11207,36047,40.688777,-73.910489,2,1,1,0,0,0,6,8,362,35
2018,360009801406,PS 7 LOUIS F SIMEONE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,80-55 CORNISH AVE,ELMHURST,11373,36081,40.739419,-73.882447,1,1,1,0,0,0,-1,5,1382,98
2018,360009801791,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY,NEW YORK CITY GEOGRAPHIC DISTRICT #24,47-07 30TH PL,LONG ISLAND CITY,11101,36081,40.742528,-73.936518,3,1,1,0,0,0,6,12,648,41
2018,360009801915,AVIATION CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #24,45-30 36TH ST,LONG ISLAND CITY,11101,36081,40.743329,-73.929422,3,3,1,0,0,0,9,12,2097,122
2018,360009801959,GROVER CLEVELAND HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #24,21-27 HIMROD ST,RIDGEWOOD,11385,36081,40.711573,-73.908971,3,1,1,0,0,0,9,12,1705,110
2018,360009802038,NEWTOWN HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #24,48-01 90TH ST,ELMHURST,11373,36081,40.740591,-73.874174,3,1,1,0,0,0,9,12,1778,115
2018,360009802081,PS 13 CLEMENT C MOORE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,55-01 94TH ST,ELMHURST,11373,36081,40.737385,-73.868146,1,1,1,0,0,0,0,5,1519,95
2018,360009802084,PS 14 FAIRVIEW,NEW YORK CITY GEOGRAPHIC DISTRICT #24,107-01 OTIS AVE,CORONA,11368,36081,40.740883,-73.854355,1,1,1,0,0,0,0,5,1574,111
2018,360009802103,PS 19 MARINO JEANTET,NEW YORK CITY GEOGRAPHIC DISTRICT #24,98-02 ROOSEVELT AVE,CORONA,11368,36081,40.748715,-73.866509,1,1,1,0,0,0,0,5,1893,139
2018,360009802215,PS 49 DOROTHY BONAWIT KOLE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,63-60 80TH ST,MIDDLE VILLAGE,11379,36081,40.719693,-73.875327,1,1,1,0,0,0,0,8,1198,71
2018,360009802263,IS 61 LEONARDO DA VINCI,NEW YORK CITY GEOGRAPHIC DISTRICT #24,98-50 50TH AVE,CORONA,11368,36081,40.742409,-73.862942,2,1,1,0,0,0,6,8,2235,148
2018,360009802284,PS 68 CAMBRIDGE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,59-09 ST FELIX AVE,RIDGEWOOD,11385,36081,40.69685,-73.89726,1,1,1,0,0,0,-1,5,596,43
2018,360009802292,PS 71 FOREST,NEW YORK CITY GEOGRAPHIC DISTRICT #24,62-85 FOREST AVE,RIDGEWOOD,11385,36081,40.711361,-73.904743,1,1,1,0,0,0,-1,5,710,53
2018,360009802300,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,70-02 54TH AVE,MASPETH,11378,36081,40.728993,-73.893597,2,1,1,0,0,0,6,8,1978,129
2018,360009802319,PS 81 JEAN PAUL RICHTER,NEW YORK CITY GEOGRAPHIC DISTRICT #24,559 CYPRESS AVE,GLENDALE,11385,36081,40.703815,-73.912039,1,1,1,0,0,0,-1,5,645,54
2018,360009802337,PS/IS 87 MIDDLE VILLAGE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,67-54 80TH ST,MIDDLE VILLAGE,11379,36081,40.711552,-73.871568,1,1,1,0,0,0,-1,8,616,40
2018,360009802340,PS 88 SENECA,NEW YORK CITY GEOGRAPHIC DISTRICT #24,60-85 CATALPA AVE,RIDGEWOOD,11385,36081,40.704055,-73.896383,1,1,1,0,0,0,-1,5,866,63
2018,360009802343,PS 89 ELMHURST,NEW YORK CITY GEOGRAPHIC DISTRICT #24,85-28 BRITTON AVE,ELMHURST,11373,36081,40.745969,-73.879755,1,1,1,0,0,0,0,5,1816,134
2018,360009802349,PS 91 RICHARD ARKWRIGHT,NEW YORK CITY GEOGRAPHIC DISTRICT #24,68-10 CENTRAL AVE,GLENDALE,11385,36081,40.703686,-73.884127,1,1,1,0,0,0,-1,5,729,52
2018,360009802355,IS 93 RIDGEWOOD,NEW YORK CITY GEOGRAPHIC DISTRICT #24,66-56 FOREST AVE,RIDGEWOOD,11385,36081,40.705809,-73.902946,2,1,1,0,0,0,6,8,1126,82
2018,360009802386,PS 102 BAYVIEW,NEW YORK CITY GEOGRAPHIC DISTRICT #24,55-24 VAN HORN ST,ELMHURST,11373,36081,40.733276,-73.878002,1,1,1,0,0,0,-1,8,1290,90
2018,360009802423,PS/IS 113 ANTHONY J PRANZO,NEW YORK CITY GEOGRAPHIC DISTRICT #24,78-23 87TH ST,GLENDALE,11385,36081,40.705348,-73.861503,1,1,1,0,0,0,-1,8,888,52
2018,360009802442,IS 119 GLENDALE (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,74-01 78TH AVE,GLENDALE,11385,36081,40.704743,-73.874865,1,1,1,0,0,0,0,8,1269,75
2018,360009802464,IS 125 THOMAS J MCCANN WOODSIDE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,46-02 47TH AVE,WOODSIDE,11377,36081,40.740862,-73.918722,2,1,1,0,0,0,6,8,1506,98
2018,360009802474,PS 128 LORRAINE TUZZO-JUNIPER VALLEY,NEW YORK CITY GEOGRAPHIC DISTRICT #24,69-10 65TH DR,MIDDLE VILLAGE,11379,36081,40.715186,-73.885624,1,1,1,0,0,0,0,8,953,60
2018,360009802521,PS 143 LOUIS ARMSTRONG,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34-74 113TH ST,CORONA,11368,36081,40.755898,-73.855698,1,1,1,0,0,0,0,5,1364,105
2018,360009802551,PS 153 MASPETH ELEMENTARY,NEW YORK CITY GEOGRAPHIC DISTRICT #24,60-02 60TH LN,MASPETH,11378,36081,40.716402,-73.903901,1,1,1,0,0,0,-1,6,1137,71
2018,360009802678,PS 199 MAURICE A FITZGERALD,NEW YORK CITY GEOGRAPHIC DISTRICT #24,39-20 48TH AVE,LONG ISLAND CITY,11104,36081,40.739715,-73.926325,1,1,1,0,0,0,-1,5,802,50
2018,360009802739,PS 229 EMANUEL KAPLAN,NEW YORK CITY GEOGRAPHIC DISTRICT #24,67-25 51ST RD,WOODSIDE,11377,36081,40.734466,-73.897275,1,1,1,0,0,0,-1,5,1407,87
2018,360009802860,QUEENS TECHNICAL HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #24,37-02 47TH AVE,LONG ISLAND CITY,11101,36081,40.741859,-73.928238,3,3,1,0,0,0,9,12,1517,102
2018,360009803117,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,50-40 JACOBUS ST,ELMHURST,11373,36081,40.737509,-73.887863,2,1,1,0,0,0,6,8,1791,120
2018,360009803154,HIGH SCHOOL FOR ARTS AND BUSINESS,NEW YORK CITY GEOGRAPHIC DISTRICT #24,105-25 HORACE HARDING EXPW,CORONA,11368,36081,40.737741,-73.853511,3,1,1,0,0,0,9,12,777,51
2018,360009804146,PS 16 NANCY DEBENEDITTIS SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,41-15 104TH ST,CORONA,11368,36081,40.74889,-73.860898,1,1,1,0,0,0,0,5,1512,96
2018,360009804563,PS 12 JAMES B COLGATE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,42-00 72ND ST,WOODSIDE,11377,36081,40.742309,-73.893104,1,1,1,0,0,0,0,5,1161,75
2018,360009804609,IS 77,NEW YORK CITY GEOGRAPHIC DISTRICT #24,976 SENECA AVE,RIDGEWOOD,11385,36081,40.69925,-73.902123,2,1,1,0,0,0,6,8,934,69
2018,360009804895,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,45-35 VAN DAM ST,LONG ISLAND CITY,11101,36081,40.743416,-73.933491,3,1,1,0,0,0,9,12,509,25
2018,360009804896,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,45-35 VAN DAM ST,LONG ISLAND CITY,11101,36081,40.743416,-73.933491,3,1,1,0,0,0,9,12,510,30
2018,360009805244,PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,109-10 47TH AVE,CORONA,11368,36081,40.747013,-73.85466,1,1,1,0,0,0,-1,2,473,39
2018,360009805245,PS 58 SCHOOL OF HEROES (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,72-24 GRAND AVE,MASPETH,11378,36081,40.728754,-73.890244,1,1,1,0,0,0,-1,6,1021,64
2018,360009805564,PS 239,NEW YORK CITY GEOGRAPHIC DISTRICT #24,17-15 WEIRFIELD ST,RIDGEWOOD,11385,36081,40.699561,-73.903808,1,1,1,0,0,0,-1,5,540,39
2018,360009805726,51ST AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),NEW YORK CITY GEOGRAPHIC DISTRICT #24,76-05 51ST AVE,ELMHURST,11373,36081,40.737203,-73.887099,-1,1,2,0,,,,,,
2018,360009805828,ACADEMY OF FINANCE AND ENTERPRISE,NEW YORK CITY GEOGRAPHIC DISTRICT #24,30-20 THOMSON AVE,LONG ISLAND CITY,11101,36081,40.74463,-73.936888,3,1,1,0,0,0,9,12,646,32
2018,360009805829,HIGH SCHOOL OF APPLIED COMMUNICATIONS,NEW YORK CITY GEOGRAPHIC DISTRICT #24,30-20 THOMSON AVE,LONG ISLAND CITY,11101,36081,40.744557,-73.936887,3,1,1,0,0,0,9,12,404,27
